account_id,owner_client_id,owner_disp_id,num_acct_users,owner_birth_date,statement_freq,card_type,card_issue_date,acct_start_date,district_id,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16
3448,4169,4169,2,1980-02-19,POPLATEK TYDNE,,,1996-06-06,58,Jihlava,south Moravia,109164,98,16,6,1,4,63.6,8757,3.3,3.95,96,2212.0,2471
3449,4171,4171,1,1980-05-18,POPLATEK MESICNE,junior,1997-03-21,1995-04-27,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107
3450,4172,4172,1,1945-04-29,POPLATEK MESICNE,,,1996-12-13,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107
3451,4173,4173,1,1978-06-04,POPLATEK MESICNE,,,1996-04-27,52,Usti nad Orlici,east Bohemia,139012,59,41,8,3,10,61.9,8363,2.5,3.49,108,2564.0,2799
3452,4174,4174,1,1927-02-11,POPLATEK MESICNE,,,1996-12-13,63,Vyskov,south Moravia,86513,38,36,5,1,5,50.5,8288,3.7,4.52,110,1562.0,1460
3453,4175,4175,1,1965-01-06,POPLATEK MESICNE,,,1995-06-08,13,Rakovnik,central Bohemia,53921,61,22,1,1,2,41.3,8598,2.7,3.26,123,1597.0,1875
3454,4176,4176,1,1922-08-31,POPLATEK MESICNE,,,1996-10-17,32,Ceska Lipa,north Bohemia,105058,32,19,7,2,10,81.0,9272,2.8,3.22,118,4340.0,4505
3455,4177,4177,1,1935-12-25,POPLATEK MESICNE,,,1996-03-13,34,Chomutov,north Bohemia,125236,28,11,1,4,5,87.7,9675,6.4,7.68,100,5323.0,5190
3456,4178,4178,1,1926-08-31,POPLATEK MESICNE,,,1993-09-06,32,Ceska Lipa,north Bohemia,105058,32,19,7,2,10,81.0,9272,2.8,3.22,118,4340.0,4505
3457,4179,4179,1,1920-07-29,POPLATEK MESICNE,,,1994-10-01,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.6,1.96,140,18721.0,18696
3458,4180,4180,1,1932-06-17,POPLATEK MESICNE,,,1995-07-07,63,Vyskov,south Moravia,86513,38,36,5,1,5,50.5,8288,3.7,4.52,110,1562.0,1460
3459,4181,4181,1,1964-05-15,POPLATEK MESICNE,,,1996-06-02,76,Sumperk,north Moravia,127369,31,32,13,2,7,51.2,8369,4.7,5.88,107,3736.0,2807
3460,4182,4182,2,1941-06-23,POPLATEK MESICNE,,,1997-04-08,16,Jindrichuv Hradec,south Bohemia,93931,74,21,10,1,8,56.9,8427,1.1,1.54,107,1874.0,1913
3461,4184,4184,1,1975-04-26,POPLATEK MESICNE,,,1997-06-23,8,Mlada Boleslav,central Bohemia,112065,95,19,7,1,8,69.4,11277,1.2,1.44,127,5179.0,4987
3462,4185,4185,1,1964-04-23,POPLATEK MESICNE,,,1996-03-04,51,Trutnov,east Bohemia,121947,37,28,7,3,11,70.5,8541,2.5,2.97,131,3496.0,3839
3463,4186,4186,1,1978-10-14,POPLATEK MESICNE,,,1997-09-21,38,Louny,north Bohemia,85852,41,23,4,2,4,59.8,8965,7.0,8.23,104,2653.0,2822
3464,4187,4187,1,1967-08-28,POPLATEK MESICNE,,,1995-05-05,25,Klatovy,west Bohemia,88757,60,33,3,2,10,61.7,8554,2.4,2.68,113,1822.0,2218
3465,4188,4188,1,1976-08-17,POPLATEK MESICNE,classic,1997-11-18,1993-07-16,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107
3466,4189,4189,1,1941-12-07,POPLATEK MESICNE,,,1995-02-16,64,Zlin,south Moravia,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484.0,4265
3467,4190,4190,1,1942-11-17,POPLATEK MESICNE,classic,1998-05-29,1996-08-25,17,Pelhrimov,south Bohemia,74062,99,15,4,2,7,61.4,8114,2.3,2.62,119,1003.0,1181
3468,4191,4191,1,1957-01-06,POPLATEK MESICNE,,,1996-02-14,32,Ceska Lipa,north Bohemia,105058,32,19,7,2,10,81.0,9272,2.8,3.22,118,4340.0,4505
3469,4192,4192,1,1931-11-21,POPLATEK MESICNE,,,1993-05-22,76,Sumperk,north Moravia,127369,31,32,13,2,7,51.2,8369,4.7,5.88,107,3736.0,2807
3470,4193,4193,1,1937-02-28,POPLATEK MESICNE,,,1997-01-12,8,Mlada Boleslav,central Bohemia,112065,95,19,7,1,8,69.4,11277,1.2,1.44,127,5179.0,4987
3471,4194,4194,2,1940-01-03,POPLATEK MESICNE,classic,1997-10-26,1997-01-22,63,Vyskov,south Moravia,86513,38,36,5,1,5,50.5,8288,3.7,4.52,110,1562.0,1460
3472,4196,4196,1,1951-01-16,POPLATEK MESICNE,,,1996-07-21,55,Brno - venkov,south Moravia,157042,49,70,18,0,9,33.9,8743,1.8,2.43,111,3659.0,3894
3474,4198,4198,2,1954-10-17,POPLATEK MESICNE,,,1995-07-12,23,Cheb,west Bohemia,87419,21,11,4,3,9,85.5,8624,1.7,2.66,102,2879.0,3198
3476,4201,4201,2,1977-07-19,POPLATEK MESICNE,junior,1996-08-02,1995-12-16,3,Beroun,central Bohemia,75232,55,26,4,1,5,41.7,8980,1.9,2.21,111,2824.0,2813
3477,4203,4203,2,1967-01-08,POPLATEK MESICNE,,,1993-08-22,71,Novy Jicin,north Moravia,161227,5,35,11,4,10,69.7,8678,5.9,5.57,102,4980.0,4595
3478,4205,4205,1,1935-02-05,POPLATEK MESICNE,,,1994-09-04,30,Sokolov,west Bohemia,94812,15,13,8,2,10,81.8,9650,3.3,3.67,100,2985.0,2804
3479,4206,4206,1,1942-10-09,POPLATEK MESICNE,,,1994-06-14,22,Domazlice,west Bohemia,58400,65,16,4,1,6,52.4,8620,1.1,1.25,100,1089.0,1117
3480,4207,4207,1,1938-03-02,POPLATEK MESICNE,,,1993-09-14,58,Jihlava,south Moravia,109164,98,16,6,1,4,63.6,8757,3.3,3.95,96,2212.0,2471
3482,4209,4209,1,1933-02-23,POPLATEK MESICNE,,,1995-01-03,70,Karvina,north Moravia,285387,0,2,8,5,7,89.9,10177,6.6,7.75,81,9878.0,10108
3483,4210,4210,1,1979-09-15,POPLATEK MESICNE,,,1993-10-12,40,Teplice,north Bohemia,128118,9,16,6,3,8,85.3,9317,6.4,7.07,97,6949.0,6872
3484,4211,4211,1,1973-04-17,POPLATEK MESICNE,classic,1995-06-16,1994-06-01,22,Domazlice,west Bohemia,58400,65,16,4,1,6,52.4,8620,1.1,1.25,100,1089.0,1117
3485,4212,4212,1,1945-05-27,POPLATEK MESICNE,classic,1998-09-16,1996-06-19,53,Blansko,south Moravia,107911,88,33,6,2,7,50.9,8240,2.5,3.56,99,1850.0,1903
3486,4213,4213,2,1925-06-27,POPLATEK MESICNE,,,1995-10-09,64,Zlin,south Moravia,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484.0,4265
3487,4215,4215,1,1952-06-08,POPLATEK MESICNE,,,1993-01-08,41,Usti nad Labem,north Bohemia,118650,8,8,5,1,3,85.6,9832,3.3,4.48,114,6445.0,5471
3489,4217,4217,1,1951-06-25,POPLATEK MESICNE,,,1994-12-08,9,Nymburk,central Bohemia,81344,61,23,4,2,6,55.3,8899,3.3,3.97,149,2987.0,2487
3490,4218,4218,1,1939-10-06,POPLATEK MESICNE,,,1995-11-26,48,Rychnov nad Kneznou,east Bohemia,78955,50,24,8,1,9,59.0,9060,1.7,2.44,124,1655.0,1717
3491,4219,4219,1,1944-01-04,POPLATEK MESICNE,,,1996-07-27,51,Trutnov,east Bohemia,121947,37,28,7,3,11,70.5,8541,2.5,2.97,131,3496.0,3839
3492,4220,4220,1,1963-09-15,POPLATEK MESICNE,,,1995-09-10,33,Decin,north Bohemia,133777,24,17,7,3,11,84.7,8705,5.7,7.61,116,4650.0,4859
3493,4221,4221,1,1941-09-26,POPLATEK MESICNE,,,1993-07-22,63,Vyskov,south Moravia,86513,38,36,5,1,5,50.5,8288,3.7,4.52,110,1562.0,1460
3494,4222,4222,1,1928-08-16,POPLATEK MESICNE,,,1996-07-22,60,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.4,4.48,115,1879.0,2252
3495,4223,4223,1,1970-05-30,POPLATEK MESICNE,,,1996-05-17,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.6,1.96,140,18721.0,18696
3496,4224,4224,1,1977-04-03,POPLATEK MESICNE,,,1997-06-11,42,Havlickuv Brod,east Bohemia,95907,87,25,5,2,7,59.1,8388,2.4,2.94,87,1658.0,1668
3497,4225,4225,1,1977-08-08,POPLATEK MESICNE,,,1994-08-02,76,Sumperk,north Moravia,127369,31,32,13,2,7,51.2,8369,4.7,5.88,107,3736.0,2807
3498,4226,4226,1,1957-04-08,POPLATEK MESICNE,,,1996-11-12,31,Tachov,west Bohemia,51313,34,12,3,1,4,59.2,8930,3.5,4.2,108,1328.0,1452
3499,4227,4227,1,1963-12-24,POPLATEK MESICNE,,,1996-09-14,51,Trutnov,east Bohemia,121947,37,28,7,3,11,70.5,8541,2.5,2.97,131,3496.0,3839
3501,4229,4229,1,1961-10-05,POPLATEK MESICNE,,,1997-12-13,36,Liberec,north Bohemia,159617,29,19,8,1,9,85.2,9198,3.3,4.28,131,5796.0,6132
3502,4230,4230,1,1961-11-11,POPLATEK MESICNE,classic,1998-12-21,1996-03-08,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.7,5.44,100,18782.0,18347
3503,4231,4231,1,1959-08-08,POPLATEK MESICNE,classic,1998-02-13,1994-07-17,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107
3504,4232,4232,1,1971-02-15,POPLATEK MESICNE,,,1996-08-30,70,Karvina,north Moravia,285387,0,2,8,5,7,89.9,10177,6.6,7.75,81,9878.0,10108
3505,4233,4233,1,1938-02-15,POPLATEK MESICNE,,,1993-09-23,46,Nachod,east Bohemia,112709,48,20,7,3,10,73.5,8369,1.7,2.31,117,2854.0,2618
3506,4234,4234,1,1972-11-08,POPLATEK MESICNE,,,1997-05-08,70,Karvina,north Moravia,285387,0,2,8,5,7,89.9,10177,6.6,7.75,81,9878.0,10108
3507,4235,4235,1,1975-11-15,POPLATEK MESICNE,classic,1997-10-08,1996-12-01,9,Nymburk,central Bohemia,81344,61,23,4,2,6,55.3,8899,3.3,3.97,149,2987.0,2487
3508,4236,4236,1,1962-01-17,POPLATEK MESICNE,,,1996-09-12,42,Havlickuv Brod,east Bohemia,95907,87,25,5,2,7,59.1,8388,2.4,2.94,87,1658.0,1668
3509,4237,4237,1,1923-07-31,POPLATEK MESICNE,,,1993-09-05,2,Benesov,central Bohemia,88884,80,26,6,2,5,46.7,8507,1.6,1.85,132,2159.0,2674
3510,4238,4238,1,1971-04-26,POPLATEK MESICNE,,,1993-01-07,41,Usti nad Labem,north Bohemia,118650,8,8,5,1,3,85.6,9832,3.3,4.48,114,6445.0,5471
3511,4239,4239,1,1920-12-11,POPLATEK MESICNE,,,1996-07-23,70,Karvina,north Moravia,285387,0,2,8,5,7,89.9,10177,6.6,7.75,81,9878.0,10108
3512,4240,4240,1,1960-10-21,POPLATEK MESICNE,,,1996-05-11,46,Nachod,east Bohemia,112709,48,20,7,3,10,73.5,8369,1.7,2.31,117,2854.0,2618
3513,4241,4241,2,1950-03-30,POPLATEK MESICNE,,,1993-03-03,20,Strakonice,south Bohemia,70646,94,14,3,1,4,58.4,8547,2.6,3.64,120,1563.0,1542
3514,4243,4243,1,1958-01-26,POPLATEK MESICNE,,,1993-02-03,7,Melnik,central Bohemia,94725,38,28,1,3,6,63.4,9920,2.2,2.87,130,4289.0,4846
3515,4244,4244,2,1922-08-12,POPLATEK MESICNE,,,1996-06-16,68,Frydek - Mistek,north Moravia,228848,15,40,18,2,6,57.2,9893,4.0,4.72,96,5623.0,5887
3516,4246,4246,1,1980-09-09,POPLATEK TYDNE,junior,1998-12-02,1997-09-07,36,Liberec,north Bohemia,159617,29,19,8,1,9,85.2,9198,3.3,4.28,131,5796.0,6132
3517,4247,4247,1,1975-01-16,POPLATEK MESICNE,,,1996-11-22,26,Plzen - mesto,west Bohemia,170449,0,0,0,1,1,100.0,10787,2.6,3.09,131,6041.0,6261
3518,4248,4248,1,1975-05-07,POPLATEK MESICNE,,,1996-07-22,9,Nymburk,central Bohemia,81344,61,23,4,2,6,55.3,8899,3.3,3.97,149,2987.0,2487
3519,4249,4249,1,1977-05-21,POPLATEK MESICNE,,,1996-02-10,52,Usti nad Orlici,east Bohemia,139012,59,41,8,3,10,61.9,8363,2.5,3.49,108,2564.0,2799
3520,4250,4250,1,1961-09-06,POPLATEK MESICNE,,,1995-06-04,72,Olomouc,north Moravia,226122,32,50,7,4,4,62.6,8994,3.8,4.79,110,9672.0,9208
3521,4251,4251,2,1960-04-26,POPLATEK MESICNE,classic,1994-12-25,1993-06-22,75,Prerov,north Moravia,138032,67,30,4,2,5,64.6,8819,5.3,5.66,99,4063.0,4505
3522,4253,4253,1,1936-05-19,POPLATEK MESICNE,,,1996-06-07,16,Jindrichuv Hradec,south Bohemia,93931,74,21,10,1,8,56.9,8427,1.1,1.54,107,1874.0,1913
3523,4254,4254,1,1972-03-05,POPLATEK MESICNE,,,1996-05-14,65,Znojmo,south Moravia,114200,101,41,4,1,4,43.7,8403,5.7,5.72,105,2157.0,2718
3524,4255,4255,1,1925-06-28,POPLATEK MESICNE,,,1997-06-28,66,Zdar nad Sazavou,south Moravia,125832,151,41,2,3,5,48.3,8512,3.5,4.12,102,2247.0,2103
3525,4256,4256,1,1957-03-29,POPLATEK MESICNE,,,1995-12-01,70,Karvina,north Moravia,285387,0,2,8,5,7,89.9,10177,6.6,7.75,81,9878.0,10108
3526,4257,4257,1,1968-06-29,POPLATEK MESICNE,,,1996-07-22,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107
3527,4258,4258,1,1966-05-11,POPLATEK MESICNE,classic,1998-01-08,1997-01-11,44,Chrudim,east Bohemia,105606,77,26,7,2,7,53.0,8254,2.7,3.76,97,2166.0,2325
3528,4259,4259,1,1949-06-16,POPLATEK MESICNE,,,1994-03-05,10,Praha - vychod,central Bohemia,92084,55,29,4,3,5,46.7,10124,0.5,0.54,141,3810.0,4316
3529,4260,4260,1,1967-06-01,POPLATEK MESICNE,,,1997-07-08,12,Pribram,central Bohemia,107870,84,29,6,1,6,58.0,8754,3.8,4.31,137,3804.0,3868
3530,4261,4261,1,1924-08-04,POPLATEK MESICNE,,,1996-01-03,34,Chomutov,north Bohemia,125236,28,11,1,4,5,87.7,9675,6.4,7.68,100,5323.0,5190
3531,4262,4262,1,1925-04-24,POPLATEK MESICNE,,,1996-05-03,59,Kromeriz,south Moravia,108871,41,29,7,2,6,62.1,8444,3.2,3.47,106,2595.0,2305
3532,4263,4263,1,1972-06-26,POPLATEK MESICNE,,,1995-07-18,73,Opava,north Moravia,182027,17,49,12,2,7,56.4,8746,3.3,3.74,90,4355.0,4433
3533,4264,4264,1,1971-06-21,POPLATEK MESICNE,,,1994-08-29,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.7,5.44,100,18782.0,18347
3534,4265,4265,1,1978-01-19,POPLATEK MESICNE,junior,1997-08-19,1996-04-08,59,Kromeriz,south Moravia,108871,41,29,7,2,6,62.1,8444,3.2,3.47,106,2595.0,2305
3535,4266,4266,1,1974-01-26,POPLATEK MESICNE,,,1993-10-05,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107
3536,4267,4267,2,1936-04-21,POPLATEK MESICNE,,,1994-08-11,24,Karlovy Vary,west Bohemia,122603,25,21,6,2,8,80.0,8991,1.3,2.01,128,5198.0,5273
3537,4269,4269,1,1955-09-07,POPLATEK MESICNE,,,1997-08-22,45,Jicin,east Bohemia,77917,85,19,6,1,5,53.5,8390,2.2,2.89,132,2080.0,2122
3538,4270,4270,2,1972-02-05,POPLATEK MESICNE,classic,1995-07-03,1993-08-08,58,Jihlava,south Moravia,109164,98,16,6,1,4,63.6,8757,3.3,3.95,96,2212.0,2471
3539,4272,4272,1,1978-08-30,POPLATEK MESICNE,,,1994-06-08,42,Havlickuv Brod,east Bohemia,95907,87,25,5,2,7,59.1,8388,2.4,2.94,87,1658.0,1668
3540,4273,4273,1,1976-11-29,POPLATEK MESICNE,,,1997-01-03,18,Pisek,south Bohemia,70699,60,13,2,1,4,65.3,8968,2.8,3.35,131,1740.0,1910
3541,4274,4274,1,1937-05-24,POPLATEK MESICNE,,,1997-03-02,70,Karvina,north Moravia,285387,0,2,8,5,7,89.9,10177,6.6,7.75,81,9878.0,10108
3542,4275,4275,1,1957-06-26,POPLATEK MESICNE,,,1993-06-11,49,Semily,east Bohemia,75685,31,28,5,1,9,60.8,8208,1.8,2.26,155,1660.0,2123
3543,4276,4276,2,1973-08-05,POPLATEK MESICNE,,,1996-07-21,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.7,5.44,100,18782.0,18347
3544,4278,4278,1,1949-11-18,POPLATEK MESICNE,,,1997-04-07,33,Decin,north Bohemia,133777,24,17,7,3,11,84.7,8705,5.7,7.61,116,4650.0,4859
3545,4279,4279,1,1949-10-13,POPLATEK MESICNE,,,1993-02-17,51,Trutnov,east Bohemia,121947,37,28,7,3,11,70.5,8541,2.5,2.97,131,3496.0,3839
3546,4280,4280,1,1944-01-08,POPLATEK MESICNE,,,1997-02-03,55,Brno - venkov,south Moravia,157042,49,70,18,0,9,33.9,8743,1.8,2.43,111,3659.0,3894
3547,4281,4281,1,1931-04-13,POPLATEK MESICNE,,,1993-08-07,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.6,1.96,140,18721.0,18696
3548,4282,4282,1,1932-06-09,POPLATEK MESICNE,,,1993-11-11,23,Cheb,west Bohemia,87419,21,11,4,3,9,85.5,8624,1.7,2.66,102,2879.0,3198
3549,4283,4283,1,1924-09-05,POPLATEK MESICNE,,,1996-08-14,27,Plzen - jih,west Bohemia,67298,71,19,10,0,7,43.8,8561,0.6,1.29,110,1029.0,1127
3550,4284,4284,2,1946-11-26,POPLATEK MESICNE,,,1996-07-04,68,Frydek - Mistek,north Moravia,228848,15,40,18,2,6,57.2,9893,4.0,4.72,96,5623.0,5887
3551,4286,4286,1,1965-09-28,POPLATEK MESICNE,,,1993-10-17,6,Kutna Hora,central Bohemia,77963,60,23,4,2,4,51.5,8546,2.9,4.02,126,2640.0,3120
3552,4287,4287,1,1953-10-07,POPLATEK MESICNE,,,1995-09-06,62,Uherske Hradiste,south Moravia,145688,22,41,13,2,5,40.7,8544,1.2,1.86,109,2719.0,2906
3553,4288,4288,1,1946-03-08,POPLATEK MESICNE,,,1995-08-30,70,Karvina,north Moravia,285387,0,2,8,5,7,89.9,10177,6.6,7.75,81,9878.0,10108
3554,4289,4289,1,1981-11-23,POPLATEK MESICNE,,,1993-02-16,66,Zdar nad Sazavou,south Moravia,125832,151,41,2,3,5,48.3,8512,3.5,4.12,102,2247.0,2103
3555,4290,4290,1,1947-03-09,POPLATEK MESICNE,,,1994-09-26,32,Ceska Lipa,north Bohemia,105058,32,19,7,2,10,81.0,9272,2.8,3.22,118,4340.0,4505
3556,4291,4291,1,1951-05-07,POPLATEK MESICNE,,,1997-08-29,58,Jihlava,south Moravia,109164,98,16,6,1,4,63.6,8757,3.3,3.95,96,2212.0,2471
3557,4292,4292,1,1952-07-19,POPLATEK MESICNE,,,1996-11-02,72,Olomouc,north Moravia,226122,32,50,7,4,4,62.6,8994,3.8,4.79,110,9672.0,9208
3558,4293,4293,2,1959-12-16,POPLATEK MESICNE,classic,1995-05-09,1993-05-23,4,Kladno,central Bohemia,149893,63,29,6,2,6,67.4,9753,4.6,5.05,109,5244.0,5892
3559,4295,4295,1,1960-03-16,POPLATEK MESICNE,classic,1997-08-06,1995-12-30,18,Pisek,south Bohemia,70699,60,13,2,1,4,65.3,8968,2.8,3.35,131,1740.0,1910
3560,4296,4296,2,1925-11-06,POPLATEK MESICNE,,,1996-11-10,57,Hodonin,south Moravia,161954,21,37,20,3,8,48.0,8720,3.7,4.5,116,3729.0,3651
3561,4298,4298,1,1920-04-18,POPLATEK MESICNE,,,1997-10-15,33,Decin,north Bohemia,133777,24,17,7,3,11,84.7,8705,5.7,7.61,116,4650.0,4859
3562,4299,4299,1,1977-09-15,POPLATEK MESICNE,,,1996-07-19,50,Svitavy,east Bohemia,102609,75,33,2,3,6,52.0,8187,4.8,5.45,94,2123.0,2134
3563,4300,4300,1,1977-11-15,POPLATEK MESICNE,,,1996-07-04,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107
3564,4301,4301,1,1956-05-03,POPLATEK MESICNE,,,1996-11-17,14,Ceske Budejovice,south Bohemia,177686,69,27,10,1,9,74.8,10045,1.4,1.71,135,6604.0,6295
3565,4302,4302,1,1944-01-04,POPLATEK MESICNE,,,1997-02-12,30,Sokolov,west Bohemia,94812,15,13,8,2,10,81.8,9650,3.3,3.67,100,2985.0,2804
3566,4303,4303,1,1978-03-05,POPLATEK MESICNE,,,1993-06-09,21,Tabor,south Bohemia,103347,87,16,7,1,7,67.0,9104,1.5,2.07,123,2299.0,2354
3567,4304,4304,1,1945-06-15,POPLATEK MESICNE,,,1994-12-20,5,Kolin,central Bohemia,95616,65,30,4,1,6,51.4,9307,3.8,4.43,118,2616.0,3040
3568,4305,4305,2,1939-06-21,POPLATEK MESICNE,,,1996-04-11,40,Teplice,north Bohemia,128118,9,16,6,3,8,85.3,9317,6.4,7.07,97,6949.0,6872
3569,4307,4307,1,1977-04-14,POPLATEK MESICNE,,,1996-09-18,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107
3570,4308,4308,1,1970-01-10,POPLATEK MESICNE,,,1993-11-29,44,Chrudim,east Bohemia,105606,77,26,7,2,7,53.0,8254,2.7,3.76,97,2166.0,2325
3571,4309,4309,1,1979-04-26,POPLATEK MESICNE,,,1993-11-21,39,Most,north Bohemia,119895,17,4,3,2,4,89.9,10446,7.3,9.4,90,4947.0,4743
3572,4310,4310,1,1925-05-30,POPLATEK MESICNE,,,1995-11-12,65,Znojmo,south Moravia,114200,101,41,4,1,4,43.7,8403,5.7,5.72,105,2157.0,2718
3573,4311,4311,1,1981-04-12,POPLATEK MESICNE,,,1996-06-27,59,Kromeriz,south Moravia,108871,41,29,7,2,6,62.1,8444,3.2,3.47,106,2595.0,2305
3574,4312,4312,1,1979-10-20,POPLATEK MESICNE,,,1997-03-08,72,Olomouc,north Moravia,226122,32,50,7,4,4,62.6,8994,3.8,4.79,110,9672.0,9208
3575,4313,4313,1,1968-02-21,POPLATEK MESICNE,,,1993-09-08,7,Melnik,central Bohemia,94725,38,28,1,3,6,63.4,9920,2.2,2.87,130,4289.0,4846
3576,4314,4314,1,1925-05-24,POPLATEK MESICNE,,,1994-11-07,58,Jihlava,south Moravia,109164,98,16,6,1,4,63.6,8757,3.3,3.95,96,2212.0,2471
3577,4315,4315,1,1959-04-25,POPLATEK MESICNE,,,1997-05-11,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.7,5.44,100,18782.0,18347
3578,4316,4316,1,1943-08-26,POPLATEK MESICNE,classic,1997-10-22,1996-02-17,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107
3579,4317,4317,1,1978-10-11,POPLATEK MESICNE,,,1994-09-02,53,Blansko,south Moravia,107911,88,33,6,2,7,50.9,8240,2.5,3.56,99,1850.0,1903
3580,4318,4318,2,1942-09-11,POPLATEK MESICNE,classic,1997-03-24,1993-08-01,43,Hradec Kralove,east Bohemia,161854,73,21,6,1,6,76.3,9425,1.7,2.5,125,4085.0,3891
3581,4320,4320,1,1958-11-04,POPLATEK MESICNE,,,1997-03-26,66,Zdar nad Sazavou,south Moravia,125832,151,41,2,3,5,48.3,8512,3.5,4.12,102,2247.0,2103
3582,4321,4321,2,1973-10-18,POPLATEK MESICNE,,,1995-08-26,19,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.1,3.98,120,999.0,1099
3583,4323,4323,2,1924-03-20,POPLATEK MESICNE,,,1995-02-03,40,Teplice,north Bohemia,128118,9,16,6,3,8,85.3,9317,6.4,7.07,97,6949.0,6872
3584,4325,4325,1,1947-07-19,POPLATEK MESICNE,,,1996-06-12,55,Brno - venkov,south Moravia,157042,49,70,18,0,9,33.9,8743,1.8,2.43,111,3659.0,3894
3585,4326,4326,2,1930-09-20,POPLATEK MESICNE,,,1996-06-23,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107
3586,4328,4328,1,1976-06-13,POPLATEK MESICNE,junior,1995-12-25,1993-03-27,59,Kromeriz,south Moravia,108871,41,29,7,2,6,62.1,8444,3.2,3.47,106,2595.0,2305
3587,4329,4329,1,1947-05-18,POPLATEK MESICNE,,,1995-12-24,64,Zlin,south Moravia,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484.0,4265
3588,4330,4330,1,1921-07-02,POPLATEK MESICNE,,,1996-06-28,33,Decin,north Bohemia,133777,24,17,7,3,11,84.7,8705,5.7,7.61,116,4650.0,4859
3589,4331,4331,1,1959-09-03,POPLATEK MESICNE,,,1996-11-13,5,Kolin,central Bohemia,95616,65,30,4,1,6,51.4,9307,3.8,4.43,118,2616.0,3040
3590,4332,4332,1,1936-01-11,POPLATEK MESICNE,,,1996-06-02,57,Hodonin,south Moravia,161954,21,37,20,3,8,48.0,8720,3.7,4.5,116,3729.0,3651
3591,4333,4333,2,1958-04-20,POPLATEK PO OBRATU,classic,1997-01-31,1996-06-09,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107
3592,4335,4335,1,1924-12-25,POPLATEK MESICNE,,,1993-01-08,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.6,1.96,140,18721.0,18696
3593,4336,4336,1,1969-08-02,POPLATEK MESICNE,,,1993-02-18,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107
3594,4337,4337,1,1966-04-21,POPLATEK MESICNE,,,1993-12-30,29,Rokycany,west Bohemia,45714,52,10,5,1,6,55.6,8843,2.8,3.6,113,818.0,888
3595,4338,4338,1,1944-10-25,POPLATEK MESICNE,,,1994-05-01,30,Sokolov,west Bohemia,94812,15,13,8,2,10,81.8,9650,3.3,3.67,100,2985.0,2804
3596,4339,4339,1,1977-09-15,POPLATEK MESICNE,,,1996-04-23,59,Kromeriz,south Moravia,108871,41,29,7,2,6,62.1,8444,3.2,3.47,106,2595.0,2305
3597,4340,4340,1,1949-07-18,POPLATEK PO OBRATU,classic,1997-01-14,1996-02-11,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107
3598,4341,4341,1,1964-05-01,POPLATEK MESICNE,classic,1998-06-19,1997-11-02,76,Sumperk,north Moravia,127369,31,32,13,2,7,51.2,8369,4.7,5.88,107,3736.0,2807
3599,4342,4342,1,1918-04-07,POPLATEK MESICNE,,,1994-03-20,63,Vyskov,south Moravia,86513,38,36,5,1,5,50.5,8288,3.7,4.52,110,1562.0,1460
3600,4343,4343,1,1929-08-09,POPLATEK MESICNE,classic,1996-08-08,1993-08-10,27,Plzen - jih,west Bohemia,67298,71,19,10,0,7,43.8,8561,0.6,1.29,110,1029.0,1127
